Startup,Industry,Technology,Region,Employee count,Total funding €,Website
NVISIONIST ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΠΑΡΟΧΗΣ ΥΠΗΡΕΣΙΩΝ ΕΞΕΙΔΙΚΕΥΜΕΝΩΝ ΣΥΣΤΗΜΑΤΩΝ,"Environment & Energy (GreenTech, CleanTech)","AI, Cloud Computing, Hardware, Sensors, Software",Attica,8,1
OILX SINGLE MEMBER PRIVATE COMPANY,Data Analytics - Big Data,"AI, Data Analytics - Big Data",Attica,29,1.9M
Oliveex P.C.,AgriTech / FoodTech,"AI, Cloud Computing, Data Analytics - Big Data, Hardware, IoT, Networks, Sensors, Software, Web or Mobile Application",Thessaly,6,315K
Olyra,Other,Other,Eastern Macedonia and Thrace,5,2.49M
omgyno,"Life Sciences (MedTech, HealthTech, BioTech)","Networks, Web or Mobile Application",Attica,2,-
OneTourismo Private Company P.C. (IKE),Travel / Hospitality / Leisure,Software,Attica,3,-
OnSkull Development IKE,"Entertainment/Media (Games, Sports, Social)","AR/VR, Other, Software, Web or Mobile Application",Central Macedonia,12,-
OPENICHNOS HELLAS PRIVATE COMPANY,Travel / Hospitality / Leisure,IoT,Crete,-,-
OPIX P.C.,Data Analytics - Big Data,"AI, Data Analytics - Big Data",Attica,3,-
Optagon Photonics,Other,"Hardware, Nanotech, Networks, Quantum Computing, Sensors",Attica,6,1.38M
Optaily IKE,Advertising & Marketing (AdTech),"AI, Data Analytics - Big Data, Software, Web or Mobile Application",Attica,4,-
Optechain PC,"Environment & Energy (GreenTech, CleanTech)","AI, Blockchain, Cleantech, Cloud Computing, Data Analytics - Big Data, Distributed Ledger, Hardware, IoT, Networks, Other, Sensors, Software, Web or Mobile Application",Attica,5,-
OptIn P.C.,Advertising & Marketing (AdTech),"Software, Web or Mobile Application",Attica,2,-
OPTISOLIO IKE,Data Analytics - Big Data,"AI, Data Analytics - Big Data, Drones, Hardware, IoT, Robotics, Sensors, Web or Mobile Application",Crete,2,-
OPTO IMMUNOSENSORS,"Life Sciences (MedTech, HealthTech, BioTech)","AI, Cloud Computing, Data Analytics - Big Data, Diagnostic/Imaging, Hardware, IoT, Nanotech, Other, Sensors, Software, Web or Mobile Application",Attica,-,280K
ORamaVR Μονοπρόσωπη Α.Ε.,"Life Sciences (MedTech, HealthTech, BioTech)","AR/VR, Software",Crete,24,3.46M
Orderit,Data Analytics - Big Data,"AI, Data Analytics - Big Data, Software, Web or Mobile Application",Attica,6,500K
ORFIUM - Hexacorp Greece Single Member S.A.,"Entertainment/Media (Games, Sports, Social)","AI, Cloud Computing, Data Analytics - Big Data, Software",Attica,120,1.8M
OSeven Single Member Private Company,InsurTech - Insurance,"AI, Cloud Computing, Data Analytics - Big Data, IoT, Sensors, Software, Web or Mobile Application",Attica,40,-
OVIVIEW Private Company,Human Resources,"Cloud Computing, Data Analytics - Big Data, IoT, Networks, Software, Web or Mobile Application",Central Macedonia,6,-
Owiwi,Human Resources,"Data Analytics - Big Data, Other, Software",Attica,4,527K
OZZIE Robotics,"Life Sciences (MedTech, HealthTech, BioTech)","AI, IoT, Robotics, Sensors, Software",Central Macedonia,6,-
pandrosia,Advertising & Marketing (AdTech),Other,South Aegean,11,99K
PANTELIΟΝ,Advertising & Marketing (AdTech),"AI, Software, Web or Mobile Application",Attica,1,-
PAPERGO S.A.,Advertising & Marketing (AdTech),"AI, Cloud Computing, Data Analytics - Big Data, IoT, Software, Web or Mobile Application",Western Greece,13,100K
ParkAround,RetailTech – E-Commerce - FashionTech,"Software, Web or Mobile Application",Attica,8,550K
parkingstream,Other,"AI, Cloud Computing, Hardware, IoT, Web or Mobile Application",Western Greece,2,-
Payment Components Hellas,FinTech – Financial Services (WealthTech),"AI, Data Analytics - Big Data, Software",Attica,17,-
PCN Materials IKE,"Environment & Energy (GreenTech, CleanTech)","Cleantech, Nanotech",Crete,6,930K
PD NEUROTECHNOLOGY LIMITED ΕΛΛΗΝΙΚΟ ΥΠΟΚΑΤΑΣΤΗΜΑ,"Life Sciences (MedTech, HealthTech, BioTech)","AI, Cloud Computing, Data Analytics - Big Data, Diagnostic/Imaging, Hardware, IoT, Sensors, Software, Web or Mobile Application",Attica,36,5.5M
Perceptual Robotics Limited,Manufacturing,"AI, Cloud Computing, Data Analytics - Big Data, Drones, Robotics, Web or Mobile Application",Attica,12,2.62M
PHARMAGNOSE BIOTECHNOLOGY S.A.,Other,Other,Central Greece,16,100
Phasmatic,RetailTech – E-Commerce - FashionTech,"AI, AR/VR, Software, Web or Mobile Application",Ionian Islands,-,3K
PHEE PC,"Environment & Energy (GreenTech, CleanTech)","Cleantech, Hardware",Western Greece,3,70
Phenometry P.C.,Other,"3D Printing, Cloud Computing, Software, Web or Mobile Application",Attica,7,1.8M
PhosPrint Private Company,"Life Sciences (MedTech, HealthTech, BioTech)","3D Printing, Other",Attica,1,2.94M
PHYSIS INGREDIENTS MONOPROSOPI IKE,AgriTech / FoodTech,Central Macedonia,1,32K
Pixel Reign,"Entertainment/Media (Games, Sports, Social)","AI, AR/VR, Software, Web or Mobile Application",Attica,5,100K
PIXELOCRACY,Other,"AI, Cloud Computing, Data Analytics - Big Data, Other, Software, Web or Mobile Application",Attica,6,-
Places & Flavors PC,Travel / Hospitality / Leisure,"Software, Web or Mobile Application",Central Macedonia,7,-
planO2 PC,Travel / Hospitality / Leisure,Web or Mobile Application,Central Macedonia,6,-
PlayerDex,Data Analytics - Big Data,"Data Analytics - Big Data, Web or Mobile Application",Attica,4,150K
PLEGMA LABS S.A.,Data Analytics - Big Data,"AI, Cloud Computing, Data Analytics - Big Data, Hardware, IoT, Sensors, Software",Attica,7,120K
Pleioflow Hellas SA,Advertising & Marketing (AdTech),"3D Printing, Diagnostic/Imaging, Nanotech, Other",Attica,5,3.3M
Pleione Energy S.A.,"Environment & Energy (GreenTech, CleanTech)","Nanotech, Other",Attica,5,-
PLIMNI PC,RetailTech – E-Commerce - FashionTech,Software,Attica,4,-
PLiN Nanotechnology S.A.,Manufacturing,Nanotech,Central Macedonia,9,650K
POCKEE ΙΚΕ,Advertising & Marketing (AdTech),"AI, Data Analytics - Big Data, Software, Web or Mobile Application",Attica,17,1.25M
Pollfish Inc.,Advertising & Marketing (AdTech),"Data Analytics - Big Data, Software, Web or Mobile Application",Attica,51,6M
